50	<mask> ( (listen)), officially the Republic of <mask> (Swahili: Jamhuri ya <mask>), is a country in Africa with 47 semiautonomous counties governed by elected governors. At 580,367 square kilometres (224,081 sq mi), <mask> is the world's 48th largest country by total area. With a population of more than 52.2 million people, <mask> is the 27th most populous country. <mask>'s capital and largest city is Nairobi while its oldest city and first capital is the coastal city of Mombasa. Kisumu City is the third largest city and also an inland port on Lake Victoria. Other important urban centres include Nakuru and Eldoret.Nilotic-speaking pastoralists (ancestral to <mask>'s Nilotic speakers) started migrating from present-day Southern <mask> into <mask> around 500 BC. European colonisation of <mask> began in the 19th century during the European exploration of the interior. The modern-day <mask> emerged from a protectorate established by the British Empire in 1895 and the subsequent <mask> Colony, which began in 1920. Numerous disputes between Great Britain and the colony led to the Mau Mau revolution, which began in 1952, and the subsequent declaration of independence in 1963. After independence, <mask> remained a member of the Commonwealth of Nations. The current constitution was adopted in 2010 to replace the 1963 independence constitution.<mask> is a presidential representative democratic republic, in which elected officials represent the people and the president is the head of state and government. <mask> is a member of United Nations, World Bank, International Monetary Fund, COMESA, and other international organisations. With a GNI of 1,460, <mask> is a lower-middle-income economy. <mask>'s economy is the second-largest in eastern and central Africa after <mask>. with Nairobi serving as a major regional commercial hub. Agriculture is the largest sector; tea and coffee are traditional cash crops, while fresh flowers are a fast-growing export. The service industry is also a major economic driver, particularly tourism. <mask> is a member of the East African Community trade bloc, though some international trade organisations categorise it as part of the Greater Horn of Africa. Africa is <mask>'s largest export market, followed by the European Union.
51	<mask> (Portuguese: Brasil; Portuguese pronunciation: [bɾaˈziw]), officially the Federative Republic of <mask> (Portuguese: República Federativa do Brasil, listen ), is the largest country in both South America and Latin America. At 8.5 million square kilometers (3.2 million square miles) and with over 208 million people, <mask> is the world's fifth-largest country by area and the fifth most populous. Its capital is Brasília, and its most populated city is São Paulo. The federation is composed of the union of the 26 states, the Federal District, and the 5,570 municipalities. It is the largest country to have Portuguese as an official language and the only one in the Americas; it is also one of the most multicultural and ethnically diverse nations, due to over a century of mass immigration from around the world.Bounded by the Atlantic Ocean on the east, <mask> has a coastline of 7,491 kilometers (4,655 mi). It borders all other South American countries except <mask> and <mask> and covers 47.3% of the continent's land area. Its Amazon River basin includes a vast tropical forest, home to diverse wildlife, a variety of ecological systems, and extensive natural resources spanning numerous protected habitats. This unique environmental heritage makes <mask> one of 17 megadiverse countries, and is the subject of significant global interest and debate regarding deforestation and environmental protection.<mask> was inhabited by numerous tribal nations prior to the landing in 1500 of explorer Pedro Álvares Cabral, who claimed the area for the Portuguese Empire. <mask> remained a Portuguese colony until 1808, when the capital of the empire was transferred from Lisbon to Rio de Janeiro. In 1815, the colony was elevated to the rank of kingdom upon the formation of the <mask> of <mask>, <mask> and the Algarves. Independence was achieved in 1822 with the creation of the Empire of <mask>, a unitary state governed under a constitutional monarchy and a parliamentary system. The ratification of the first constitution in 1824 led to the formation of a bicameral legislature, now called the National Congress. The country became a presidential republic in 1889 following a military coup d'état. An authoritarian military junta came to power in 1964 and ruled until 1985, after which civilian governance resumed. <mask>'s current constitution, formulated in 1988, defines it as a democratic federal republic. Due to its rich culture and history, the country ranks thirteenth in the world by number of UNESCO World Heritage Sites.<mask> is considered an advanced emerging economy. It has the ninth largest GDP in the world by nominal, and eight by PPP measures. It is one of the world's major breadbaskets, being the largest producer of coffee for the last 150 years. It is classified as an upper-middle income economy by the World Bank and a newly industrialized country, with the largest share of global wealth in Latin America. <mask> is a regional power and sometimes considered a great or a middle power in international affairs. On account of its international recognition and influence, the country is subsequently classified as an emerging power and a potential superpower by several analysts. <mask> is a founding member of the United Nations, the G20, BRICS, Union of South American Nations, Mercosul, Organization of American States, Organization of Ibero-American States and the Community of Portuguese Language Countries.
52	<mask> ( (listen)), officially the Federal Republic of <mask>, is a country in West Africa, bordering <mask> in the north, <mask> in the northeast, <mask> in the east, and <mask> in the west. Its coast in the south is located on the Gulf of <mask> in the Atlantic Ocean. The federation comprises 36 states and 1 Federal Capital Territory, where the capital, Abuja, is located. The constitution defines <mask> as a democratic secular state.<mask> has been home to a number of ancient and indigenous kingdoms and states over the millennia. The modern state originated from British colonial rule beginning in the 19th century, and took its present territorial shape with the merging of the Southern <mask> Protectorate and Northern <mask> Protectorate in 1914. The British set up administrative and legal structures while practising indirect rule through traditional chiefdoms. <mask> became a formally independent federation in 1960. It experienced a civil war from 1967 to 1970. It thereafter alternated between democratically elected civilian governments and military dictatorships until it achieved a stable democracy in 1999, with the 2011 presidential election considered the first to be reasonably free and fair.<mask> is often referred to as the "Giant of Africa", owing to its large population and economy. With 186 million inhabitants, <mask> is the most populous country in Africa and the seventh most populous country in the world. <mask> has the third-largest youth population in the world, after <mask> and <mask>, with more than 90 million of its population under age 18. The country is viewed as a multinational state as it is inhabited by 250 ethnic groups, of which the four largest are the Fulfulde, Hausa, Igbo and Yoruba; these ethnic groups speak over 500 different native languages and are identified with a wide variety of cultures. The official language of <mask> is <mask>n English, chosen to facilitate linguistic unity at the national level. <mask> is divided roughly in half between Christians, who live mostly in the southern part of the country, and Muslims, who live mostly in the north. A minority of the population practice religions indigenous to <mask>, such as those native to the Igbo and Yoruba ethnicities.<mask> is the world's 20th largest economy as of 2015, worth more than $500 billion and $1 trillion in terms of nominal GDP and purchasing power parity respectively. It overtook <mask> to become Africa's largest economy in 2014. The 2013 debt-to-GDP ratio was 11 percent. <mask> is considered to be an emerging market by the World Bank; it has been identified as a regional power on the African continent, a middle power in international affairs, and has also been identified as an emerging global power. However, it currently has a "low" Human Development Index, ranking 152nd in the world. <mask> is a member of the MINT group of countries, which are widely seen as the globe's next "BRIC-like" economies. It is also listed among the "Next Eleven" economies set to become among the biggest in the world. <mask> is a founding member of the African Union and a member of many other international organizations, including the United Nations, the Commonwealth of Nations and OPEC.
53	<mask> and the South Sandwich Islands (SGSSI) (Spanish: Islas <mask>s del Sur y Sándwich del Sur) is a British Overseas Territory in the southern Atlantic Ocean. It is a remote and inhospitable collection of islands, consisting of <mask> and a chain of smaller islands known as the South Sandwich Islands. <mask> is 165 kilometres (103 mi) long and 35 kilometres (22 mi) wide and is by far the largest island in the territory. The South Sandwich Islands lie about 700 kilometres (430 mi) southeast of <mask>. The territory's total land area is 3,903 km2 (1,507 sq mi). The <mask> are about 1,300 kilometres (810 mi) west-northwest from its nearest point.While no permanent native population lives in the South Sandwich Islands, a very small non-permanent population does reside in <mask>. The present inhabitants are three officers of the Government of <mask> and the South Sandwich Islands along with scientists and support staff from the British Antarctic Survey who maintain scientific bases at Bird Island and at the capital, King Edward Point along with postal staff, as well as three museum staff at Grytviken. With an estimated minimum non-permanent population of around sixteen people in the winter months to a maximum of around thirty five people in the summer months it is the least populated of all the British Overseas Territories. There are no scheduled passenger flights or ferries to or from the territory, although visits by cruise liners to <mask> are increasingly popular, with several thousand visitors each summer.The <mask> claimed sovereignty over <mask> in 1775 and the South Sandwich Islands in 1908. The territory of "<mask> and the South Sandwich Islands" was formed in 1985; previously, it had been governed as part of the <mask> Dependencies. <mask> claimed <mask> in 1927 and claimed the South Sandwich Islands in 1938.<mask> maintained a naval station, Corbeta <mask>, on Thule Island in the South Sandwich Islands from 1976 until 1982 when it was closed by the Royal Navy. The Argentine claim over <mask> contributed to the 1982 Falklands War, during which Argentine forces briefly occupied the island. <mask> continues to claim sovereignty over <mask> and the South Sandwich Islands.Toothfish are vital to the islands' economy; as a result, Toothfish Day is celebrated on 4 September as a bank holiday in the territory.
54	<mask> (, French: [ʒɛʁzɛ]; Jèrriais: Jèrri IPA: [dʒɛri]), officially the Bailiwick of <mask> (French: Bailliage de <mask>; Jèrriais: Bailliage dé Jèrri), is a British Crown dependency located near the coast of Normandy, <mask>. It is the second closest of the Channel Islands to <mask>, after Alderney.<mask> was part of the Duchy of Normandy, whose dukes went on to become kings of England from 1066. After Normandy was lost by the kings of England in the 13th century, and the ducal title surrendered to <mask>, <mask> and the other Channel Islands remained attached to the English crown.The bailiwick consists of the island of <mask>, the largest of the Channel Islands, along with surrounding uninhabited islands and rocks collectively named Les Dirouilles, Les Écréhous, Les Minquiers, Les Pierres de Lecq, and other reefs. Although the bailiwicks of <mask> and <mask> are often referred to collectively as the Channel Islands, the "Channel Islands" are not a constitutional or political unit. <mask> has a separate relationship to the Crown from the other Crown dependencies of <mask> and the <mask>, although all are held by the monarch of the <mask>.<mask> is a self-governing parliamentary democracy under a constitutional monarchy, with its own financial, legal and judicial systems, and the power of self-determination. The Lieutenant Governor on the island is the personal representative of the Queen.<mask> is not part of the <mask>, and has an international identity separate from that of the UK, but the UK is constitutionally responsible for the defence of <mask>. The definition of <mask> in the British Nationality Act 1981 is interpreted as including the UK and the Islands together. The European Commission have confirmed in a written reply to the European Parliament in 2003 that <mask> is within the Union as a European Territory for whose external relationships the UK is responsible. <mask> is not fully part of the European Union but has a special relationship with it, notably being treated as within the European Community for the purposes of free trade in goods.British cultural influence on the island is evident in its use of English as the main language and the British pound as its primary currency, even if some people still speak the Norman language. Additional cultural commonalities include driving on the left, access to the BBC and ITV regions, a school curriculum following that of England, and the popularity of British sports, including cricket.
55	The <mask> (pronunciation  French: République du Congo, Kongo: Repubilika ya Kôngo), also known as Congo-Brazzaville, the Congo Republic, West Congo, ROC or simply the Congo, is a country located in the western coast of Central Africa. It is bordered by five countries: <mask> to its west; <mask> to its northwest and the <mask> to its northeast; the Democratic <mask> to the southeast and the <mask>n exclave of Cabinda to its south; and the Atlantic Ocean to its southwest.The region was dominated by Bantu-speaking tribes at least 3,000 years ago, who built trade links leading into the Congo River basin. Congo was formerly part of the French colony of Equatorial Africa. The <mask> was established on the 28th of November 1958 but gained independence from <mask> in 1960. The sovereign state has had multi-party elections  since 1992, although a democratically elected government was ousted in the 1997 <mask> Civil War, and President Denis Sassou Nguesso, who first came to power in 1979, has ruled for 35 of the past 40 years.The <mask> has become the fourth-largest oil producer in the Gulf of <mask>, providing the country with a degree of prosperity despite political and economic instability in some areas and unequal distribution of oil revenue nationwide. Congo's economy is heavily dependent on the oil sector, and economic growth has slowed considerably since the post-2015 drop in oil prices.
56	<mask>, officially the Islamic Republic of <mask>, is a country in South Asia. It is the world’s sixth-most populous country with a population exceeding 212,742,631 people. In area, it is the 33rd-largest country, spanning 881,913 square kilometres (340,509 square miles). <mask> has a 1,046-kilometre (650-mile) coastline along the Arabian Sea and Gulf of <mask> in the south and is bordered by <mask> to the east, <mask> to the west, <mask> to the southwest, and <mask> in the northeast. It is separated narrowly from <mask> by <mask>'s Wakhan Corridor in the northwest, and also shares a maritime border with <mask>.The territory that now constitutes <mask> was the site of several ancient cultures and intertwined with the history of the broader <mask>n subcontinent. The ancient history involves the Neolithic site of Mehrgarh and the Bronze Age Indus Valley Civilisation, and was later home to kingdoms ruled by people of different faiths and cultures, including Hindus, Indo-Greeks, Muslims, Turco-Mongols, Afghans and Sikhs. The area has been ruled by numerous empires and dynasties, including the Persian Achaemenid Empire, Alexander III of Macedon, the Seleucid Empire, the <mask>n Maurya Empire, the Gupta Empire, the Arab Umayyad Caliphate, the Delhi Sultanate, the Mongol Empire, the Mughal Empire, the Afghan Durrani Empire, the Sikh Empire (partially) and, most recently, the British <mask>n Empire. <mask> is the only country to have been created in the name of Islam. It is an ethnically and linguistically diverse country, with a similarly diverse geography and wildlife. Initially a dominion, <mask> adopted a constitution in 1956, becoming an Islamic republic. An ethnic civil war and <mask>n military intervention in 1971 resulted in the secession of East <mask> as the new country of <mask>. In 1973, <mask> adopted a new constitution which stipulated that all laws are to conform to the injunctions of Islam as laid down in the Quran and Sunnah.A regional and middle power, <mask> has the sixth-largest standing armed forces in the world and is also a nuclear power as well as a declared nuclear-weapons state, the second in South Asia and the only nation in the Muslim world to have that status. <mask> has a semi-industrialised economy with a well-integrated agriculture sector and a growing services sector. It is ranked among the emerging and growth-leading economies of the world, and is backed by one of the world's largest and fastest-growing middle class. <mask>'s political history since independence has been characterized by periods of military rule, political instability and conflicts with <mask>. The country continues to face challenging problems, including overpopulation, terrorism, poverty, illiteracy, and corruption. <mask> is a member of the UN, the Shanghai Cooperation Organisation, the OIC, the Commonwealth of Nations, the SAARC and the Islamic Military Counter Terrorism Coalition.
57	<mask> (Spanish for "Rich Port"), officially the Commonwealth of <mask> (Spanish: Estado Libre Asociado de <mask>, lit. "Free Associated State of <mask>") and briefly called Porto Rico, is an unincorporated territory of the <mask> located in the northeast Caribbean Sea, approximately 1,000 miles (1,600 km) southeast of Miami, Florida.An archipelago among the Greater Antilles, <mask> includes the eponymous main island and several smaller islands, such as Mona, Culebra, and Vieques. The capital and most populous city is San Juan. The territory's total population is approximately 3.4 million. Spanish and English are the official languages of the executive branch of government, though Spanish predominates.Originally populated by the indigenous Taíno people, <mask> was colonized by <mask> following the arrival of Christopher Columbus in 1493. It was contested by the French, Dutch, and British, but remained a Spanish possession for the next four centuries. The island's cultural and demographic landscapes were shaped by the displacement and assimilation of the native population, the forced migration of African slaves, and settlement from the Canary Islands and Andalusia. In the Spanish Empire, <mask> played a secondary but strategic role compared to wealthier colonies like <mask> and New <mask>. <mask>'s distant administrative control continued up to the end of the 19th century, producing a distinctive creole Hispanic culture and language that combined indigenous, African, and European elements. On September 23, 1868, Ramón Emeterio Betances unleashed a revolt against Spanish rule, declaring for the first time the idea of <mask> as a distinct people, with right to sovereignty. This revolt, known as El Grito de Lares, was eventually put down by Spanish forces, but the movement continued. In 1898, following the Spanish–American War, the <mask> acquired <mask> under the terms of the Treaty of Paris. Since then, <mask> has remained an unincorporated territorial possession, making it one of the oldest colonies in the Western Hemisphere. Puerto Ricans have been citizens of the <mask> since 1917, and enjoy freedom of movement between the island and the mainland. As it is not a state, <mask> does not have a vote in the <mask> Congress, which governs the territory with full jurisdiction under the <mask> Federal Relations Act of 1950. However, <mask> does have one non-voting member of the House called a Resident Commissioner. As residents of a U.S. territory, American citizens in <mask> are disenfranchised at the national level and do not vote for president and vice president of the <mask>, nor pay federal income tax on Puerto Rican income. Like other territories and the District of Columbia, <mask> does not have U.S. senators. Congress approved a local constitution in 1952, allowing U.S. citizens of the territory to elect a governor. <mask>'s future political status has consistently been a matter of significant debate.In early 2017, the Puerto Rican government-debt crisis posed serious problems for the government. The outstanding bond debt had climbed to $70 billion at a time with 12.4% unemployment. The debt had been increasing during a decade long recession. This was the second major financial crisis to affect the island after the Great Depression when the U.S. government, in 1935, provided relief efforts through the <mask> Reconstruction Administration. On May 3, 2017, <mask>'s financial oversight board in the U.S. District Court for <mask> filed the debt restructuring petition which was made under Title III of PROMESA. By early August 2017, the debt was $72 billion with a 45% poverty rate.In late September 2017, Hurricane Maria made landfall in <mask>, causing devastating damage. The island's electrical grid was largely destroyed, provoking the largest power outage in American history. Recovery efforts were slow in the first few months, and over 200,000 residents had moved to the mainland State of Florida alone by late November 2017.
58	<mask> (<mask>n: საქართველო, translit.: sakartvelo, IPA: [sɑkʰɑrtʰvɛlɔ] (listen)), known until 1995 as the Republic of <mask> (<mask>n: საქართველოს რესპუბლიკა, translit.: sakartvelos resp'ublik'a), is a country in the Caucasus region of Eurasia. Located at the crossroads of Western Asia and Eastern Europe, it is bounded to the west by the Black Sea, to the north by <mask>, to the south by <mask> and <mask>, and to the southeast by <mask>. The capital and largest city is Tbilisi. <mask> covers a territory of 69,700 square kilometres (26,911 sq mi), and its 2017 population is about 3.718 million. <mask> is a unitary parliamentary republic, with the government elected through a representative democracy.During the classical era, several independent kingdoms became established in what is now <mask>, such as Colchis and Iberia. The <mask>ns officially adopted Christianity in the early 4th century. The Eastern Orthodox Church had enormous importance for spiritual and political unification of early <mask>n states. A unified Kingdom of <mask> reached its Golden Age during the reign of King David the Builder and Queen Tamar the Great in the 12th and early 13th centuries. Thereafter, the kingdom declined and eventually disintegrated under hegemony of various regional powers, including the Mongols, the Ott<mask> Empire, and successive dynasties of <mask>. In the late 18th century, the eastern <mask>n Kingdom of Kartli-Kakheti forged an alliance with the <mask>n Empire, which directly annexed the kingdom in 1801 and conquered the western Kingdom of Imereti in 1810. <mask>n rule over <mask> was eventually acknowledged in various peace treaties with <mask> and the Ott<mask>s and the remaining <mask>n territories were absorbed by the <mask>n Empire in a piecemeal fashion in the course of the 19th century. During the Civil War following the <mask>n Revolution in 1917, <mask> briefly became part of the Transcaucasian Federation and then emerged as an independent republic before the <mask>n army invasion in 1921 which established a government of workers' and peasants' soviets. Soviet <mask> would be incorporated into a new Transcaucasian Federation which in 1922 would be a founding republic of the Soviet Union. In 1936, the Transcaucasian Federation was dissolved and <mask> emerged as a Union Republic. During World War II, almost 700,000 <mask>ns fought in the Red Army against the Germans. After Soviet leader Joseph Stalin, a native <mask>n, died in 1953, a wave of protest spread against Nikita Khrushchev and his de-Stalinization reforms, leading to the death of nearly one hundred students in 1956. From that time on, <mask> would become marred with blatant corruption and increased alienation of the government from the people.By the 1980s, <mask>ns were ready to abandon the existing system altogether. A pro-independence movement led to the secession from the Soviet Union in April 1991. For most of the following decade, post-Soviet <mask> suffered from civil conflicts, secessionist wars in Abkhazia and South Ossetia, and economic crisis. Following the bloodless Rose Revolution in 2003, <mask> strongly pursued a pro-Western foreign policy; aimed at NATO and European integration, it introduced a series of democratic and economic reforms. This brought about mixed results, but strengthened state institutions. The country's Western orientation soon led to the worsening of relations with <mask>, culminating in the brief Russo-<mask>n War in August 2008 and <mask>'s current territorial dispute with <mask>.<mask> is a developing country and ranks 70th on the Human Development Index. The country is a member of the United Nations, the Council of Europe, and the <mask> Organization for Democracy and Economic Development. It contains two de facto independent regions, Abkhazia and South Ossetia, which gained very limited international recognition after the 2008 Russo-<mask>n War. <mask> and most of the world's countries consider the regions to be <mask>n territory under <mask>n occupation.
59	<mask> (), officially the Republic of <mask> (Portuguese: Moçambique or República de Moçambique, pronounced [ʁɛˈpublikɐ dɨ musɐ̃ˈbikɨ], Chichewa: Mozambiki, Swahili: Msumbiji, Tsonga: Muzambhiki), is a country located in Southeast Africa bordered by the <mask>n Ocean to the east, <mask> to the north, <mask> and <mask> to the northwest, <mask> to the west, and Eswatini (<mask>) and <mask> to the southwest. The sovereign state is separated from the <mask>, <mask> and <mask> by the <mask> Channel to the east. The capital of <mask> is Maputo (formerly known as "Lourenço Marques" from 1876 to 1976) while Matola is the largest city, being a suburb of Maputo.Between the first and fifth centuries AD, Bantu-speaking peoples migrated to present-day <mask> from farther north and west. Northern <mask> lies within the monsoon trade winds of the <mask>n Ocean. Between the 7th and 11th centuries, a series of Swahili port towns developed here, which contributed to the development of a distinct Swahili culture and language. In the late medieval period, these towns were frequented by traders from <mask>, <mask>, <mask>, Arabia, Persia, and <mask>.The voyage of Vasco da Gama in 1498 marked the arrival of the Portuguese, who began a gradual process of colonisation and settlement in 1505. After over four centuries of Portuguese rule, <mask> gained independence in 1975, becoming the People's Republic of <mask> shortly thereafter. After only two years of independence, the country descended into an intense and protracted civil war lasting from 1977 to 1992. In 1994, <mask> held its first multiparty elections, and has since remained a relatively stable presidential republic, although it still faces a low-intensity insurgency.<mask> is endowed with rich and extensive natural resources. The country's economy is based largely on agriculture, but industry is growing, mainly food and beverages, chemical manufacturing and aluminium and petroleum production. The tourism sector is also expanding. <mask> is <mask>'s main trading partner and source of foreign direct investment, while <mask>, <mask>, <mask> and <mask> are also among the country's most important economic partners. Since 2001, <mask>'s annual average GDP growth has been among the world's highest. However, the country is still one of the poorest and most underdeveloped countries in the world, ranking low in GDP per capita, human development, measures of inequality and average life expectancy.The only official language of <mask> is Portuguese, which is spoken mostly as a second language by about half the population. Common native languages include Makhuwa, Sena, and Swahili. The country's population of around 29 million is composed overwhelmingly of Bantu people. The largest religion in <mask> is Christianity, with significant minorities following Islam and African traditional religions. <mask> is a member of the United Nations, the African Union, the Commonwealth of Nations, the Organisation of the Islamic Cooperation, the Community of Portuguese Language Countries, the Non-Aligned Movement and the Southern African Development Community, and is an observer at La Francophonie.
60	North <mask>, officially the Republic of North <mask>, is a country in the Balkan Peninsula in Southeast Europe. It is one of the successor states of Yugoslavia, from which it declared independence in September 1991 under the name Republic of <mask>.The country became a member of the United Nations in April 1993, but as a result of a dispute with <mask> over the name "<mask>", it was admitted under the provisional description the former Yugoslav Republic of <mask> (abbreviated as FYR <mask> and FYROM), a term that was also used by some other international organisations, FIFA for instance. In June 2018, <mask> and <mask> resolved the conflict with an agreement that the country should rename itself Republic of North <mask>. This renaming came into effect in February 2019.A landlocked country, North <mask> has borders with <mask> to the northwest, <mask> to the northeast, <mask> to the east, <mask> to the south, and <mask> to the west. It constitutes approximately the northern third of the larger geographical region of <mask>, which also comprises the neighbouring parts of northern <mask> and southwestern <mask>. The country's geography is defined primarily by mountains, valleys, and rivers. The capital and largest city, Skopje, is home to roughly a quarter of the nation's 2.06 million inhabitants. The majority of the residents are ethnic <mask>ns, a South Slavic people. <mask>ns form a significant minority at around 25%, followed by Turks, R<mask>i, Serbs, Bosniaks, Ar<mask>ians, and <mask>ns.The history of the region dates back to antiquity, beginning with the kingdom of Paeonia, probably a mixed Thraco-Illyrian polity. In the late sixth century BC, the area was incorporated into the Persian Achaemenid Empire, then annexed by the kingdom of <mask> in the fourth century BC. The R<mask>s conquered the region in the second century BC and made it part of the much larger province of <mask>. Τhe area remained part of the Byzantine (Eastern R<mask>) Empire, but was often raided and settled by Slavic tribes beginning in the sixth century of the Christian era. Following centuries of contention between the <mask>n, Byzantine, and <mask>n Empire, it was part of the Ott<mask> dominion from the mid-14th until the early 20th century, when following the Balkan Wars of 1912 and 1913, the modern territory of North <mask> came under <mask>n rule. During the First World War (1915–1918) it was ruled by <mask>, but after the end of the war, it returned under <mask>n rule as part of the newly formed Kingdom of Serbs, Croats and Slovenes. Later, during the Second World War (1941–1944), it was ruled by <mask> again, and in 1945 it was established as a constituent state of communist Yugoslavia, which it remained until its peaceful secession in 1991.North <mask> is a parliamentary republic and member of the UN and of the Council of Europe. Since 2005, it has also been a candidate for joining the European Union and has applied for NATO membership. One of the poorest countries in Europe, North <mask> has made significant progress in developing an open, market-based economy.
61	<mask> (French pronunciation: ​[sɛ̃baʁtelemi]), officially the Territorial collectivity of Saint-Barthélemy (French: Collectivité territoriale de Saint-Barthélemy), called Ouanalao by the indigenous people, is an overseas collectivity of <mask> in the Caribbean. Often abbreviated to St-Barth in French, and St. Barths or St. Barts in English, the island lies about 35 kilometres (22 mi) south-east of the Dutch-owned <mask> and north-east of the Dutch islands of Saba, Sint Eustatius, and the independent country of <mask>.<mask> was for many years a French commune forming part of <mask>, which is an overseas region and department of <mask>. In 2003 the island voted in favour of secession from <mask> in order to form a separate overseas collectivity (collectivité d'outre-mer, abbreviated to COM) of <mask>. The collectivity is one of four territories among the Leeward Islands in the northeastern Caribbean that comprise the French West Indies, along with <mask>, <mask> (200 kilometres (120 mi) southeast), and  <mask>.<mask>, a volcanic island fully encircled by shallow reefs, has an area of 25 square kilometres (9.7 sq mi) and a population of 7,160. Its capital is Gustavia, which also contains the main harbour. It is the only Caribbean island that was a Swedish colony for any significant length of time; <mask> was under Swedish rule only briefly at the end of the Napoleonic Wars. Symbolism from the Swedish national arms, the Three Crowns, still appears in the island's coat of arms. The language, cuisine, and culture, however, are distinctly French. The island is a popular tourist destination during the winter holiday season, geared towards the high-end, luxury tourist market.
62	<mask> ( (listen); Arabic: المغرب‎, r<mask>ized: al-maġhrib, lit. 'place the sun sets; the west'; Standard Moroccan Tamazight: ⵍⵎⵖⵔⵉⴱ, r<mask>ized: Lmeɣrib; French: Maroc), officially the Kingdom of <mask> (Arabic: المملكة المغربية‎, r<mask>ized: al-Mamlakah al-Maghribiyah, lit. 'The Western Kingdom'; Standard Moroccan Tamazight: ⵜⴰⴳⵍⴷⵉⵜ ⵏ ⵍⵎⵖⵔⵉⴱ, r<mask>ized: Tageldit n Lmaɣrib; French: Royaume du Maroc), is a sovereign state located in the Maghreb region of North Africa.  It overlooks the Mediterranean Sea to the north and the Atlantic Ocean to the west. <mask> claims the areas of Ceuta, Melilla and Peñón de Vélez de la Gomera, all of them under Spanish jurisdiction. The capital is Rabat and the largest city Casablanca. <mask> spans an area of 710,850 km2 (274,460 sq mi) and has a population of over 35 million.Since the foundation of the first Moroccan state by Idris I in 788 AD, the country has been ruled by a series of independent dynasties, reaching its zenith under Almoravid and Almohad rule, when it spanned parts of Iberia and northwestern Africa. The Marinid and Saadi dynasties resisted foreign domination into the 17th century, allowing <mask> to remain the only northwest African country to avoid Ott<mask> occupation. The Alaouite dynasty, which rules to this day, seized power in 1631. The country's strategic location near the mouth of the Mediterranean attracted Europeans interest, and in 1912, <mask> was divided into French and Spanish protectorates, with an international zone in Tangier. It regained its independence in 1956, and has since remained comparatively stable and prosperous by regional standards, with the fifth largest economy in Africa.<mask> claims the non-self-governing territory of <mask>, formerly Spanish Sahara, as its Southern Provinces. After <mask> agreed to decolonise the territory to <mask> and <mask> in 1975, a guerrilla war arose with local forces. <mask> relinquished its claim in 1979, and the war lasted until a ceasefire in 1991. <mask> currently occupies two thirds of the territory, and peace processes have thus far failed to break the political deadlock.<mask> is a unitary constitutional monarchy with an elected parliament. The country wields significant influence in both Africa and the Arab world, and  is considered a regional power and a middle power. The King of <mask> holds vast executive and legislative powers, especially over the military, foreign policy and religious affairs. Executive power is exercised by the government, while legislative power is vested in both the government and the two chambers of parliament, the Assembly of Representatives and the Assembly of Councillors. The king can issue decrees called dahirs, which have the force of law. He can also dissolve the parliament after consulting the Prime Minister and the president of the constitutional court.<mask>'s predominant religion is Islam, and its official languages are Arabic and Berber, the latter achieving official recognition in 2011, having been the native language of <mask> before the Muslim conquest in the seventh century C.E. The Moroccan dialect of Arabic, referred to as Darija, and French are also widely spoken. Moroccan culture is a blend of Berber, Arab, Sephardi Jews, West African and European influences.<mask> is a member of the Arab League, the Union for the Mediterranean and the African Union.
63	The <mask> (abbreviated BVI), officially simply the Virgin Islands, are a British Overseas Territory in the Caribbean, to the east of <mask> and the US Virgin Islands and north-west of <mask>. The islands are geographically part of the Virgin Islands archipelago and are located in the Leeward Islands of the Lesser Antilles.The <mask> consist of the main islands of Tortola, Virgin Gorda, Anegada, and Jost Van Dyke, along with over 50 other smaller islands and cays. About 16 of the islands are inhabited. The capital, Road Town, is on Tortola, the largest island, which is about 20 km (12 mi) long and 5 km (3 mi) wide. The islands had a population of about 28,000 at the 2010 Census, of whom approximately 23,500 lived on Tortola; current estimates put the population at 35,800 (July 2018).British Virgin Islanders are British Overseas Territories citizens and since 2002 are British citizens as well. Although the territory is not part of the European Union and not directly subject to EU law, British Virgin Islanders are deemed to be citizens of the EU by virtue of their British citizenship.
